bioguide,govtrack,icpsr,wikipedia,wikidata,google_entity_id,first,last,birthday,gender,type,start,end,state,class,party,house_history,district,middle,nickname,suffix,bioguide_previous,house_history_alternate,thomas,cspan,votesmart,lis,ballotpedia,official_full,opensecrets,url,fec,maplight,state_rank
S000599,410077,8674,Oliver H. Smith,Q1420076,kg:/m/0cynd4,Oliver,Smith,'1794-10-23',M,sen,'1837-09-04','1843-03-03',IN,3,Whig,21876,,Hampton,,,,,,,,,,,,,,,
C000204,402350,1553,William Blount Carter,Q526105,kg:/m/0cglnf,William,Carter,'1792-10-22',M,rep,'1835-12-07','1837-03-03',TN,,Whig,10709,1,Blount,,,,,,,,,,,,,,,
C000204,402350,1553,William Blount Carter,Q526105,kg:/m/0cglnf,William,Carter,'1792-10-22',M,rep,'1837-09-04','1839-03-03',TN,,Whig,10709,1,Blount,,,,,,,,,,,,,,,
C000204,402350,1553,William Blount Carter,Q526105,kg:/m/0cglnf,William,Carter,'1792-10-22',M,rep,'1839-12-02','1841-03-03',TN,,Whig,10709,1,Blount,,,,,,,,,,,,,,,
H000617,405476,4432,Solomon Hillen Jr.,Q1586483,kg:/m/02rl44v,Solomon,Hillen Solomon,'1810-07-10',M,rep,'1839-12-02','1841-03-03',MD,,Democrat,15047,4,,,Jr.,,,,,,,,,,,,,
M000806,412169,6555,Charles F. Mitchell,Q5077542,kg:/m/02rkmvw,Charles,Mitchell,'1806-02-18',M,rep,'1837-09-04','1839-03-03',NY,,Whig,18341,33,F.,,,,,,,,,,,,,,,
M000806,412169,6555,Charles F. Mitchell,Q5077542,kg:/m/02rkmvw,Charles,Mitchell,'1806-02-18',M,rep,'1839-12-02','1841-03-03',NY,,Whig,18341,33,F.,,,,,,,,,,,,,,,
H000279,405153,4138,William Henry Harrison,Q11869,kg:/m/0835q,William,Harrison,'1773-02-09',M,rep,'1799-12-02','1801-03-03',OH,,,14628,-1,Henry,,,,,,,,,,,,,,,
H000279,405153,4138,William Henry Harrison,Q11869,kg:/m/0835q,William,Harrison,'1773-02-09',M,rep,'1815-12-04','1817-03-03',OH,,Republican,14628,1,Henry,,,,,,,,,,,,,,,
H000279,405153,4138,William Henry Harrison,Q11869,kg:/m/0835q,William,Harrison,'1773-02-09',M,rep,'1817-12-01','1819-03-03',OH,,Republican,14628,1,Henry,,,,,,,,,,,,,,,
H000279,405153,4138,William Henry Harrison,Q11869,kg:/m/0835q,William,Harrison,'1773-02-09',M,sen,'1825-12-05','1829-03-03',OH,3,Adams,14628,,Henry,,,,,,,,,,,,,,,
A000269,400908,219,Nathan Appleton,Q553019,kg:/m/07tv4v,Nathan,Appleton,'1779-10-06',M,rep,'1831-12-05','1833-03-03',MA,,Anti Jacksonian,8639,1,,,,,,,,,,,,,,,,
A000269,400908,219,Nathan Appleton,Q553019,kg:/m/07tv4v,Nathan,Appleton,'1779-10-06',M,rep,'1841-05-31','1843-03-03',MA,,Whig,8639,1,,,,,,,,,,,,,,,,
J000226,406120,5037,Isaac Dashiell Jones,Q287495,kg:/m/09jw15,Isaac,Jones,'1806-11-01',M,rep,'1841-05-31','1843-03-03',MD,,Whig,15978,1,Dashiell,,,,,,,,,,,,,,,
M000501,407496,6295,Thomas McKean Thompson McKennan,Q375347,kg:/m/04bz_y,Thomas,McKennan,'1794-03-31',M,rep,'1831-12-05','1833-03-03',PA,,Anti Masonic,17954,15,McKean Thompson,,,,,,,,,,,,,,,
M000501,407496,6295,Thomas McKean Thompson McKennan,Q375347,kg:/m/04bz_y,Thomas,McKennan,'1794-03-31',M,rep,'1833-12-02','1835-03-03',PA,,Anti Masonic,17954,21,McKean Thompson,,,,,,,,,,,,,,,
M000501,407496,6295,Thomas McKean Thompson McKennan,Q375347,kg:/m/04bz_y,Thomas,McKennan,'1794-03-31',M,rep,'1835-12-07','1837-03-03',PA,,Anti Masonic,17954,21,McKean Thompson,,,,,,,,,,,,,,,
M000501,407496,6295,Thomas McKean Thompson McKennan,Q375347,kg:/m/04bz_y,Thomas,McKennan,'1794-03-31',M,rep,'1837-09-04','1839-03-03',PA,,Anti Masonic,17954,21,McKean Thompson,,,,,,,,,,,,,,,
M000501,407496,6295,Thomas McKean Thompson McKennan,Q375347,kg:/m/04bz_y,Thomas,McKennan,'1794-03-31',M,rep,'1841-05-31','1843-03-03',PA,,Whig,17954,21,McKean Thompson,,,,,,,,,,,,,,,
R000247,409223,7899,Joseph Ridgway,Q6286574,kg:/m/02rm26p,Joseph,Ridgway,'1783-05-06',M,rep,'1837-09-04','1839-03-03',OH,,Whig,20390,8,,,,,,,,,,,,,,,,
R000247,409223,7899,Joseph Ridgway,Q6286574,kg:/m/02rm26p,Joseph,Ridgway,'1783-05-06',M,rep,'1839-12-02','1841-03-03',OH,,Whig,20390,8,,,,,,,,,,,,,,,,
R000247,409223,7899,Joseph Ridgway,Q6286574,kg:/m/02rm26p,Joseph,Ridgway,'1783-05-06',M,rep,'1841-05-31','1843-03-03',OH,,Whig,20390,8,,,,,,,,,,,,,,,,
W000125,411300,9806,Aaron Ward (representative),Q612451,kg:/m/03cmws_,Aaron,Ward,'1790-07-05',M,rep,'1825-12-05','1827-03-03',NY,,Adams,23362,4,,,,,,,,,,,,,,,,
W000125,411300,9806,Aaron Ward (representative),Q612451,kg:/m/03cmws_,Aaron,Ward,'1790-07-05',M,rep,'1827-12-03','1829-03-03',NY,,Adams,23362,4,,,,,,,,,,,,,,,,
W000125,411300,9806,Aaron Ward (representative),Q612451,kg:/m/03cmws_,Aaron,Ward,'1790-07-05',M,rep,'1831-12-05','1833-03-03',NY,,Jackson,23362,4,,,,,,,,,,,,,,,,
W000125,411300,9806,Aaron Ward (representative),Q612451,kg:/m/03cmws_,Aaron,Ward,'1790-07-05',M,rep,'1833-12-02','1835-03-03',NY,,Jackson,23362,4,,,,,,,,,,,,,,,,
W000125,411300,9806,Aaron Ward (representative),Q612451,kg:/m/03cmws_,Aaron,Ward,'1790-07-05',M,rep,'1835-12-07','1837-03-03',NY,,Jackson,23362,4,,,,,,,,,,,,,,,,
W000125,411300,9806,Aaron Ward (representative),Q612451,kg:/m/03cmws_,Aaron,Ward,'1790-07-05',M,rep,'1841-05-31','1843-03-03',NY,,Democrat,23362,4,,,,,,,,,,,,,,,,
H000125,405007,4004,William H. Hammett,Q1737092,kg:/m/02rtnkr,William,Hammett,'1799-03-25',M,rep,'1843-12-04','1845-03-03',MS,,Democrat,14440,-1,Henry,,,,,,,,,,,,,,,
H000917,405762,4696,Daniel Elliott Huger,Q1160550,kg:/m/0265qs3,Daniel,Huger,'1779-06-28',M,sen,'1843-12-04','1845-12-31',SC,2,Democrat,,,Elliott,,,,,,,,,,,,,,,
P000129,412172,7254,Thomas J. Paterson,Q3388801,kg:/m/02rkx60,Thomas,Patterson,'1805-04-10',M,rep,'1843-12-04','1845-03-03',NY,,Whig,19436,28,J.,,,,,,,,,,,,,,,
R000267,412091,7914,Thomas C. Ripley,Q2277720,kg:/m/03cl9ld,Thomas,Ripley,'1807-01-02',M,rep,'1845-12-01','1847-03-03',NY,,Whig,20415,12,C.,,,,,,,,,,,,,,,
S000899,410360,8927,"Andrew Stewart (American politician, died 1872)",Q507687,kg:/m/0kslb_,Andrew,Stewart,'1791-06-11',M,rep,'1821-12-03','1823-03-03',PA,,Republican,22251,13,,,,,,,,,,,,,,,,
S000899,410360,8927,"Andrew Stewart (American politician, died 1872)",Q507687,kg:/m/0kslb_,Andrew,Stewart,'1791-06-11',M,rep,'1823-12-01','1825-03-03',PA,,Anti Mason,22251,14,,,,,,,,,,,,,,,,
S000899,410360,8927,"Andrew Stewart (American politician, died 1872)",Q507687,kg:/m/0kslb_,Andrew,Stewart,'1791-06-11',M,rep,'1825-12-05','1827-03-03',PA,,Jackson,22251,14,,,,,,,,,,,,,,,,
S000899,410360,8927,"Andrew Stewart (American politician, died 1872)",Q507687,kg:/m/0kslb_,Andrew,Stewart,'1791-06-11',M,rep,'1827-12-03','1829-03-03',PA,,Adams,22251,14,,,,,,,,,,,,,,,,
S000899,410360,8927,"Andrew Stewart (American politician, died 1872)",Q507687,kg:/m/0kslb_,Andrew,Stewart,'1791-06-11',M,rep,'1831-12-05','1833-03-03',PA,,Anti Masonic,22251,14,,,,,,,,,,,,,,,,
S000899,410360,8927,"Andrew Stewart (American politician, died 1872)",Q507687,kg:/m/0kslb_,Andrew,Stewart,'1791-06-11',M,rep,'1833-12-02','1835-03-03',PA,,Anti Masonic,22251,20,,,,,,,,,,,,,,,,
S000899,410360,8927,"Andrew Stewart (American politician, died 1872)",Q507687,kg:/m/0kslb_,Andrew,Stewart,'1791-06-11',M,rep,'1843-12-04','1845-03-03',PA,,Whig,22251,18,,,,,,,,,,,,,,,,
S000899,410360,8927,"Andrew Stewart (American politician, died 1872)",Q507687,kg:/m/0kslb_,Andrew,Stewart,'1791-06-11',M,rep,'1845-12-01','1847-03-03',PA,,Whig,22251,18,,,,,,,,,,,,,,,,
S000899,410360,8927,"Andrew Stewart (American politician, died 1872)",Q507687,kg:/m/0kslb_,Andrew,Stewart,'1791-06-11',M,rep,'1847-12-06','1849-03-03',PA,,Whig,22251,18,,,,,,,,,,,,,,,,
W000760,411909,10388,George Washington Wright,Q1508563,kg:/m/09lb9_,George,Wright,'1816-06-04',M,rep,'1849-12-03','1851-03-03',CA,,Independent,24123,-1,Washington,,,,,,,,,,,,,,,
R000184,409160,7841,Robert Rhett,Q2158607,kg:/m/05nkxr,Robert,Rhett,'1800-12-21',M,rep,'1837-09-04','1839-03-03',SC,,Nullifier,20314,2,Barnwell,,,,,,,,,,,,,,,
R000184,409160,7841,Robert Rhett,Q2158607,kg:/m/05nkxr,Robert,Rhett,'1800-12-21',M,rep,'1839-12-02','1841-03-03',SC,,Democrat,20314,2,Barnwell,,,,,,,,,,,,,,,
R000184,409160,7841,Robert Rhett,Q2158607,kg:/m/05nkxr,Robert,Rhett,'1800-12-21',M,rep,'1841-05-31','1843-03-03',SC,,Democrat,20314,2,Barnwell,,,,,,,,,,,,,,,
R000184,409160,7841,Robert Rhett,Q2158607,kg:/m/05nkxr,Robert,Rhett,'1800-12-21',M,rep,'1843-12-04','1845-03-03',SC,,Democrat,20314,7,Barnwell,,,,,,,,,,,,,,,
R000184,409160,7841,Robert Rhett,Q2158607,kg:/m/05nkxr,Robert,Rhett,'1800-12-21',M,rep,'1845-12-01','1847-03-03',SC,,Democrat,20314,7,Barnwell,,,,,,,,,,,,,,,
R000184,409160,7841,Robert Rhett,Q2158607,kg:/m/05nkxr,Robert,Rhett,'1800-12-21',M,rep,'1847-12-06','1849-03-03',SC,,Democrat,20314,7,Barnwell,,,,,,,,,,,,,,,
R000184,409160,7841,Robert Rhett,Q2158607,kg:/m/05nkxr,Robert,Rhett,'1800-12-21',M,sen,'1850-01-01','1853-03-03',SC,2,Democrat,20314,,Barnwell,,,,,,,,,,,,,,,
C000206,402352,1555,David Kellogg Cartter,Q5235906,kg:/m/05p6trw,David,Cartter,'1812-06-22',M,rep,'1849-12-03','1851-03-03',OH,,Democrat,10712,18,Kellogg,,,,,,,,,,,,,,,
C000206,402352,1555,David Kellogg Cartter,Q5235906,kg:/m/05p6trw,David,Cartter,'1812-06-22',M,rep,'1851-12-01','1853-03-03',OH,,Democrat,10712,18,Kellogg,,,,,,,,,,,,,,,
C000250,402394,1598,Charles W. Cathcart,Q1066341,kg:/m/0cyp97,Charles,Cathcart,'1809-07-24',M,rep,'1845-12-01','1847-03-03',IN,,Democrat,10770,9,William,,,,,,,,,,,,,,,
C000250,402394,1598,Charles W. Cathcart,Q1066341,kg:/m/0cyp97,Charles,Cathcart,'1809-07-24',M,rep,'1847-12-06','1849-03-03',IN,,Democrat,10770,9,William,,,,,,,,,,,,,,,
C000250,402394,1598,Charles W. Cathcart,Q1066341,kg:/m/0cyp97,Charles,Cathcart,'1809-07-24',M,sen,'1852-01-01','1853-12-31',IN,3,Democrat,10770,,William,,,,,,,,,,,,,,,
P000180,408584,7298,Rufus Wheeler Peckham (1809–1873),Q2688704,kg:/m/03p4gp,Rufus,Peckham,'1809-12-20',M,rep,'1853-12-05','1855-03-03',NY,,Democrat,19499,14,Wheeler,,,,,,,,,,,,,,,
B000390,401381,651,Samuel P. Benson,Q2218711,kg:/m/02x5hkz,Samuel,Benson,'1804-11-28',M,rep,'1853-12-05','1855-03-03',ME,,Whig,9280,4,Page,,,,,,,,,,,,,,,
B000390,401381,651,Samuel P. Benson,Q2218711,kg:/m/02x5hkz,Samuel,Benson,'1804-11-28',M,rep,'1855-12-03','1857-03-03',ME,,Ind. Republican-Democrat,9280,4,Page,,,,,,,,,,,,,,,
R000095,409075,7766,Edwin Godwin Reade,Q1294598,kg:/m/050yqk,Edwin,Reade,'1812-11-13',M,rep,'1855-12-03','1857-03-03',NC,,American,20200,5,Godwin,,,,,,,,,,,,,,,
Y000061,411993,10462,David Levy Yulee,,,David,Yulee,'1810-06-12',M,rep,'1841-05-31','1843-03-03',FL,,Democrat,21104,-1,Levy,,,,,,,,,,,,,,,
Y000061,411993,10462,David Levy Yulee,,,David,Yulee,'1810-06-12',M,rep,'1843-12-04','1845-03-03',FL,,Democrat,21104,-1,Levy,,,,,,,,,,,,,,,
Y000061,411993,10462,David Levy Yulee,,,David,Yulee,'1810-06-12',M,sen,'1845-12-01','1851-03-03',FL,1,Democrat,21104,,Levy,,,,,,,,,,,,,,,
Y000061,411993,10462,David Levy Yulee,,,David,Yulee,'1810-06-12',M,sen,'1855-12-03','1861-03-03',FL,3,Democrat,21104,,Levy,,,,,,,,,,,,,,,
B000857,401814,1057,David C. Broderick,Q359265,kg:/m/03gc2g,David,Broderick,'1820-02-04',M,sen,'1857-12-07','1859-12-31',CA,1,Democrat,,,Colbreth,,,,,,,,,,,,,,,
E000125,403816,2914,John Milton Elliott,Q1701110,kg:/m/07t4w0,John,Elliott,'1820-05-20',M,rep,'1853-12-05','1855-03-03',KY,,Democrat,12748,6,Milton,,,,,,,,,,,,,,,
E000125,403816,2914,John Milton Elliott,Q1701110,kg:/m/07t4w0,John,Elliott,'1820-05-20',M,rep,'1855-12-03','1857-03-03',KY,,Democrat,12748,6,Milton,,,,,,,,,,,,,,,
E000125,403816,2914,John Milton Elliott,Q1701110,kg:/m/07t4w0,John,Elliott,'1820-05-20',M,rep,'1857-12-07','1859-03-03',KY,,Democrat,12748,6,Milton,,,,,,,,,,,,,,,
H000207,405086,4073,Aaron Harlan,Q4662074,kg:/m/02rlzl2,Aaron,Harlan,'1802-09-08',M,rep,'1853-12-05','1855-03-03',OH,,Whig,14543,7,,,,,,,,,,,,,,,,
H000207,405086,4073,Aaron Harlan,Q4662074,kg:/m/02rlzl2,Aaron,Harlan,'1802-09-08',M,rep,'1855-12-03','1857-03-03',OH,,Ind. Republican-Democrat,14543,7,,,,,,,,,,,,,,,,
H000207,405086,4073,Aaron Harlan,Q4662074,kg:/m/02rlzl2,Aaron,Harlan,'1802-09-08',M,rep,'1857-12-07','1859-03-03',OH,,Republican,14543,7,,,,,,,,,,,,,,,,
M000216,407234,6053,James Murray Mason,Q167795,kg:/m/06b145,James,Mason,'1798-11-03',M,rep,'1837-09-04','1839-03-03',VA,,Democrat,17590,15,Murray,,,,,,,,,,,,,,,
M000216,407234,6053,James Murray Mason,Q167795,kg:/m/06b145,James,Mason,'1798-11-03',M,sen,'1847-12-06','1851-03-03',VA,1,Democrat,17590,,Murray,,,,,,,,,,,,,,,
M000216,407234,6053,James Murray Mason,Q167795,kg:/m/06b145,James,Mason,'1798-11-03',M,sen,'1851-12-01','1857-03-03',VA,1,Democrat,17590,,Murray,,,,,,,,,,,,,,,
M000216,407234,6053,James Murray Mason,Q167795,kg:/m/06b145,James,Mason,'1798-11-03',M,sen,'1857-12-07','1861-12-31',VA,1,Democrat,17590,,Murray,,,,,,,,,,,,,,,
S000417,409911,8516,James F. Simmons,Q1680364,kg:/m/0d07cz,James,Simmons,'1795-09-10',M,sen,'1841-05-31','1847-03-03',RI,2,Whig,,,Fowler,,,,,,,,,,,,,,,
S000417,409911,8516,James F. Simmons,Q1680364,kg:/m/0d07cz,James,Simmons,'1795-09-10',M,sen,'1857-12-07','1863-03-03',RI,1,Republican,,,Fowler,,,,,,,,,,,,,,,
H000397,412127,4236,Arthur P. Hayne,Q4799896,kg:/m/0d06yg,Arthur,Hayne,'1788-03-12',M,sen,'1858-01-01','1859-03-03',SC,2,Democrat,,,Peronneau,,,,,,,,,,,,,,,
W000447,411604,10093,Louis Wigfall,Q2353927,kg:/m/04l_mk,Louis,Wigfall,'1816-04-21',M,sen,'1859-12-05','1861-12-31',TX,1,Democrat,,,Trezevant,,,,,,,,,,,,,,,
N000148,408230,6967,Elijah Hise Norton,Q1329403,kg:/m/06nr52,Elijah,Norton,'1821-11-21',M,rep,'1861-07-04','1863-03-03',MO,,Democrat,19017,4,Hise,,,,,,,,,,,,,,,
R000238,409214,7891,Albert G. Riddle,Q1418938,kg:/m/02rlzn4,Albert,Riddle,'1816-05-28',M,rep,'1861-07-04','1863-03-03',OH,,Republican,20378,19,Gallatin,,,,,,,,,,,,,,,
N000066,408154,6894,William A. Newell,Q370578,kg:/m/0bxb4j,William,Newell,'1817-09-05',M,rep,'1847-12-06','1849-03-03',NJ,,Whig,18918,2,Augustus,,,,,,,,,,,,,,,
N000066,408154,6894,William A. Newell,Q370578,kg:/m/0bxb4j,William,Newell,'1817-09-05',M,rep,'1849-12-03','1851-03-03',NJ,,Whig,18918,2,Augustus,,,,,,,,,,,,,,,
N000066,408154,6894,William A. Newell,Q370578,kg:/m/0bxb4j,William,Newell,'1817-09-05',M,rep,'1865-12-04','1867-03-03',NJ,,Republican,18918,2,Augustus,,,,,,,,,,,,,,,
W000126,411301,9807,Andrew H. Ward,Q505016,kg:/m/02rgwgv,Andrew,Ward,'1815-01-03',M,rep,'1865-12-04','1867-03-03',KY,,Democrat,23363,6,Harrison,,,,,,,,,,,,,,,
B000510,401489,753,W. Jasper Blackburn,Q2536717,kg:/m/02rv99c,William,Blackburn,'1820-07-24',M,rep,'1867-03-04','1869-03-03',LA,,Republican,9434,5,Jasper,,,,,,,,,,,,,,,
B000373,401365,635,David S. Bennett,Q5239340,kg:/m/02rknqc,David,Bennett,'1811-05-03',M,rep,'1869-03-04','1871-03-03',NY,,Republican,9261,30,Smith,,,,,,,,,,,,,,,
W000585,411739,10225,Henry Wilson,Q313302,kg:/m/0m8k6,Henry,Wilson,'1812-02-16',M,sen,'1855-12-03','1859-03-03',MA,2,Republican,,,,,,,,,,,,,,,,,,
W000585,411739,10225,Henry Wilson,Q313302,kg:/m/0m8k6,Henry,Wilson,'1812-02-16',M,sen,'1859-12-05','1865-03-03',MA,2,Republican,,,,,,,,,,,,,,,,,,
W000585,411739,10225,Henry Wilson,Q313302,kg:/m/0m8k6,Henry,Wilson,'1812-02-16',M,sen,'1865-12-04','1871-03-03',MA,2,Republican,,,,,,,,,,,,,,,,,,
W000585,411739,10225,Henry Wilson,Q313302,kg:/m/0m8k6,Henry,Wilson,'1812-02-16',M,sen,'1871-03-04','1873-12-31',MA,2,Republican,,,,,,,,,,,,,,,,,,
B000450,401435,701,James Soloman Biery,Q6143389,kg:/m/0kt5xd,James,Biery,'1839-03-02',M,rep,'1873-12-01','1875-03-03',PA,,Republican,9356,6,Soloman,,,,,,,,,,,,,,,
R000064,409044,7739,James T. Rapier,Q430459,kg:/m/06r963,James,Rapier,'1837-11-13',M,rep,'1873-12-01','1875-03-03',AL,,Republican,20161,2,Thomas,,,,,,,,,,,,,,,
C000075,402233,1443,Alexander Campbell (Illinois politician),Q1659983,kg:/m/02r_nd8,Alexander,Campbell,'1814-10-04',M,rep,'1875-12-06','1877-03-03',IL,,Independent,10539,7,,,,,,,,,,,,,,,,
H000179,405060,4047,Jeremiah Haralson,Q1687538,kg:/m/0fq03q,Jeremiah,Haralson,'1846-04-01',M,rep,'1875-12-06','1877-03-03',AL,,Republican,14507,1,,,,,,,,,,,,,,,,
H001003,405843,4773,Stephen A. Hurlbut,Q2344492,kg:/m/06z12t,Stephen,Hurlbut,'1815-11-29',M,rep,'1873-12-01','1875-03-03',IL,,Republican,15518,4,Augustus,,,,,,,,,,,,,,,
H001003,405843,4773,Stephen A. Hurlbut,Q2344492,kg:/m/06z12t,Stephen,Hurlbut,'1815-11-29',M,rep,'1875-12-06','1877-03-03',IL,,Republican,15518,4,Augustus,,,,,,,,,,,,,,,
H001025,405861,4788,John Adams Hyman,Q1571195,kg:/m/04fdb0,John,Hyman,'1840-07-23',M,rep,'1875-12-06','1877-03-03',NC,,Republican,15549,2,Adams,,,,,,,,,,,,,,,
S000731,410200,8791,William B. Spencer,Q2577933,kg:/m/02rv9f4,William,Spencer,'1835-02-05',M,rep,'1875-12-06','1877-03-03',LA,,Democrat,22039,5,Brainerd,,,,,,,,,,,,,,,
W000047,411227,9736,Charles C. B. Walker,Q5075954,kg:/m/02rkmv5,Charles,Walker,'1824-06-27',M,rep,'1875-12-06','1877-03-03',NY,,Democrat,23272,29,Christopher Brainerd,,,,,,,,,,,,,,,
F000197,404152,3213,William Bennett Fleming,Q1720639,kg:/m/02rk16g,William,Fleming,'1803-10-29',M,rep,'1877-10-15','1879-03-03',GA,,Democrat,13217,1,Bennett,,,,,,,,,,,,,,,
K000049,406219,5127,Edwin W. Keightley,Q1295041,kg:/m/0288p62,Edwin,Keightley,'1843-08-07',M,rep,'1877-10-15','1879-03-03',MI,,Republican,16142,4,William,,,,,,,,,,,,,,,
W000262,411430,9925,Frank Welch (American politician),Q1444420,kg:/m/0bgxzs,Frank,Welch,'1835-02-10',M,rep,'1877-10-15','1879-03-03',NE,,Republican,23532,1,,,,,,,,,,,,,,,,
C000171,402319,1524,Matthew H. Carpenter,Q961204,kg:/m/02k43p,Matthew,Carpenter,'1824-12-22',M,sen,'1869-03-04','1875-03-03',WI,1,Republican,,,Hale,,,,,,,,,,,,,,,
C000171,402319,1524,Matthew H. Carpenter,Q961204,kg:/m/02k43p,Matthew,Carpenter,'1824-12-22',M,sen,'1879-03-18','1881-12-31',WI,3,Republican,,,Hale,,,,,,,,,,,,,,,
R000523,409481,8126,Daniel Lindsay Russell,Q885765,kg:/m/02j188,Daniel,Russell,'1845-08-07',M,rep,'1879-03-18','1881-03-03',NC,,National Greenbacker,20732,3,Lindsay,,,,,,,,,,,,,,,
B000497,401477,741,George Robinson Black,Q1476834,kg:/m/026h__n,George,Black,'1835-03-24',M,rep,'1881-12-05','1883-03-03',GA,,Democrat,9419,1,Robison,,,,,,,,,,,,,,,
H000819,405666,4607,John Ford House,Q1700086,kg:/m/0dhy_q,John,House,'1827-01-09',M,rep,'1875-12-06','1877-03-03',TN,,Democrat,15297,6,Ford,,,,,,,,,,,,,,,
H000819,405666,4607,John Ford House,Q1700086,kg:/m/0dhy_q,John,House,'1827-01-09',M,rep,'1877-10-15','1879-03-03',TN,,Democrat,15297,6,Ford,,,,,,,,,,,,,,,
H000819,405666,4607,John Ford House,Q1700086,kg:/m/0dhy_q,John,House,'1827-01-09',M,rep,'1879-03-18','1881-03-03',TN,,Democrat,15297,6,Ford,,,,,,,,,,,,,,,
H000819,405666,4607,John Ford House,Q1700086,kg:/m/0dhy_q,John,House,'1827-01-09',M,rep,'1881-12-05','1883-03-03',TN,,Democrat,15297,6,Ford,,,,,,,,,,,,,,,
R000225,409201,7880,John S. Richardson,Q741799,kg:/m/02vrp7x,John,Richardson,'1828-02-29',M,rep,'1879-03-18','1881-03-03',SC,,Democrat,20361,1,Smythe,,,,,,,,,,,,,,,
R000225,409201,7880,John S. Richardson,Q741799,kg:/m/02vrp7x,John,Richardson,'1828-02-29',M,rep,'1881-12-05','1883-03-03',SC,,Democrat,20361,1,Smythe,,,,,,,,,,,,,,,
V000019,411115,9599,Robert B. Vance,Q2156408,kg:/m/0273nfj,Robert,Vance,'1828-04-24',M,rep,'1873-12-01','1875-03-03',NC,,Democrat,20901,8,Brank,,,,,,,,,,,,,,,
V000019,411115,9599,Robert B. Vance,Q2156408,kg:/m/0273nfj,Robert,Vance,'1828-04-24',M,rep,'1875-12-06','1877-03-03',NC,,Democrat,20901,8,Brank,,,,,,,,,,,,,,,
V000019,411115,9599,Robert B. Vance,Q2156408,kg:/m/0273nfj,Robert,Vance,'1828-04-24',M,rep,'1877-10-15','1879-03-03',NC,,Democrat,20901,8,Brank,,,,,,,,,,,,,,,
V000019,411115,9599,Robert B. Vance,Q2156408,kg:/m/0273nfj,Robert,Vance,'1828-04-24',M,rep,'1879-03-18','1881-03-03',NC,,Democrat,20901,8,Brank,,,,,,,,,,,,,,,
V000019,411115,9599,Robert B. Vance,Q2156408,kg:/m/0273nfj,Robert,Vance,'1828-04-24',M,rep,'1881-12-05','1883-03-03',NC,,Democrat,20901,8,Brank,,,,,,,,,,,,,,,
V000019,411115,9599,Robert B. Vance,Q2156408,kg:/m/0273nfj,Robert,Vance,'1828-04-24',M,rep,'1883-12-03','1885-03-03',NC,,Democrat,20901,8,Brank,,,,,,,,,,,,,,,
W000590,411747,10232,James Wilson (Secretary of Agriculture),Q373094,kg:/m/02k6x3,James,Wilson,'1835-08-16',M,rep,'1873-12-01','1875-03-03',IA,,Republican,23918,5,,,,,,,,,,,,,,,,
W000590,411747,10232,James Wilson (Secretary of Agriculture),Q373094,kg:/m/02k6x3,James,Wilson,'1835-08-16',M,rep,'1875-12-06','1877-03-03',IA,,Republican,23918,5,,,,,,,,,,,,,,,,
W000590,411747,10232,James Wilson (Secretary of Agriculture),Q373094,kg:/m/02k6x3,James,Wilson,'1835-08-16',M,rep,'1883-12-03','1885-03-03',IA,,Republican,23918,5,,,,,,,,,,,,,,,,
W000651,411805,10288,John Sergeant Wise,Q1701724,kg:/m/02svs2,John,Wise,'1846-12-27',M,rep,'1883-12-03','1885-03-03',VA,,Readjuster,23992,-1,Sergeant,,,,,,,,,,,,,,,
K000206,406367,5265,J. Floyd King,Q1421467,kg:/m/02rtmnv,John,King,'1842-04-20',M,rep,'1879-03-18','1881-03-03',LA,,Democrat,16333,5,Floyd,,,,,,,,,,,,,,,
K000206,406367,5265,J. Floyd King,Q1421467,kg:/m/02rtmnv,John,King,'1842-04-20',M,rep,'1881-12-05','1883-03-03',LA,,Democrat,16333,5,Floyd,,,,,,,,,,,,,,,
K000206,406367,5265,J. Floyd King,Q1421467,kg:/m/02rtmnv,John,King,'1842-04-20',M,rep,'1883-12-03','1885-03-03',LA,,Democrat,16333,5,Floyd,,,,,,,,,,,,,,,
K000206,406367,5265,J. Floyd King,Q1421467,kg:/m/02rtmnv,John,King,'1842-04-20',M,rep,'1885-12-07','1887-03-03',LA,,Democrat,16333,5,Floyd,,,,,,,,,,,,,,,
M001000,407968,6725,William Ralls Morrison,Q6799712,kg:/m/02rkdlv,William,Morrison,'1824-09-14',M,rep,'1863-12-07','1865-03-03',IL,,Democrat,18579,12,Ralls,,,,,,,,,,,,,,,
M001000,407968,6725,William Ralls Morrison,Q6799712,kg:/m/02rkdlv,William,Morrison,'1824-09-14',M,rep,'1873-12-01','1875-03-03',IL,,Democrat,18579,17,Ralls,,,,,,,,,,,,,,,
M001000,407968,6725,William Ralls Morrison,Q6799712,kg:/m/02rkdlv,William,Morrison,'1824-09-14',M,rep,'1875-12-06','1877-03-03',IL,,Democrat,18579,17,Ralls,,,,,,,,,,,,,,,
M001000,407968,6725,William Ralls Morrison,Q6799712,kg:/m/02rkdlv,William,Morrison,'1824-09-14',M,rep,'1877-10-15','1879-03-03',IL,,Democrat,18579,17,Ralls,,,,,,,,,,,,,,,
M001000,407968,6725,William Ralls Morrison,Q6799712,kg:/m/02rkdlv,William,Morrison,'1824-09-14',M,rep,'1879-03-18','1881-03-03',IL,,Democrat,18579,17,Ralls,,,,,,,,,,,,,,,
